Solidity;Eccentricity;EquivDiameter;Extrema;FilledArea;Extent;Orientation;EulerNumber;microorganism
0.486485342775808;0.352808026428484;0.209923376019239;0.154471544715447;0.0495669104504752;0.427419505209132;0.397008867442925;0.968445787176904;1
0.526240725936041;0.617741343447938;0.226263973855979;0.163227016885553;0.0467195628744905;0.527130132368075;0.0923594484114029;0.968781470292044;1
0.275985392527223;0.74971246788205;0.162078590048537;0.267667292057535;0.02119544246983;0.225697583427014;0.808976740092228;0.977173548170527;1
0.410623013517516;0.828165912149761;0.186422429556552;0.289555972482801;0.0242512407250535;0.377932599164782;0.913243006262582;0.975159449479691;1
0.496481374099756;0.728569680655818;0.31866915935974;0.481550969355847;0.0884096987222416;0.407450313101293;0.431428004808629;0.952668680765357;1
0.308855637407116;0.850006117704637;0.954171311209219;0.467166979362101;0.889946911603606;0.255696482715521;0.111073106546354;0.515609264853977;1
0.467591242378597;0.757849015049553;0.168505466663155;0.636022514071294;0.023333170712236;0.471808853930772;0.874706563289298;0.978180597515944;1
0.668701327962467;0.830441698274807;0.180190989441162;0.752970606629143;0.0290278658642054;0.626946018822767;0.111073106546354;0.965088956025511;1
0.771509480789663;0.81901382601248;0.16288637474071;0.851782363977485;0.0204148612028934;0.788248371037213;0.0258658820147667;0.971131252098019;1
0.441388830750262;0.841612626942371;0.38298854004839;0.142589118198874;0.0911328629148501;0.355437183958964;0.394123243975564;0.918764686136287;1
0.550647511800234;0.704392511929524;0.132010040989002;0.188242651657285;0.0192395541816536;0.542152137575703;0.640758261629118;0.984894259818731;1
0.582408357322664;0.888694481830417;0.151994593313614;0.221388367729831;0.0205434797071046;0.440787435769273;0.660586617169125;0.978851963746223;1
0.311543357499939;0.932228068028875;0.562166653501034;0.267667292057535;0.183520865025967;0.281048935948816;0.952802230063294;0.830815709969788;1
0.27887898054205;0.959965740854031;0.175923569115181;0.32332707942464;0.0214349389949129;0.211021430191132;0.435658952730367;0.97549513259483;1
0.276820301322015;0.812357763367184;0.867747418804619;0.502814258911819;0.515853339424232;0.265590856515941;0.0893250872093346;0.587445451493789;1
0.388743828251254;0.796990089318488;0.320469340167759;0.360225140712945;0.0647128481015465;0.275455156231861;0.121773310322621;0.938569989929506;1
0.526652461780048;0.838382478893919;0.250043739156638;0.709193245778611;0.051842127438762;0.461312998440357;0.159373875414599;0.952668680765357;1
0.761444826825047;0.636204576043068;0.113007937413509;0.871794871794871;0.0114381766331223;0.689575299793511;0.135852144664437;0.988251090970124;1
0.548337216231084;0.820127248256454;0.089748360878762;0.0606629143214509;0.00801869846943979;0.40902920253753;0.725532642640601;0.981873111782477;1
0.164462164335212;0.752967086749051;1;0.390243902439024;0.565775059541497;0.149971038656626;0.90301686919881;0.313192346424974;1
0.526355097003821;0.614670255720053;0.122743483743369;0.116322701688555;0.0126578348627108;0.513671979554434;0.655204762281447;0.984558576703591;1
0.662170739992245;0.69738162241527;0.10329462637398;0.155722326454033;0.00953550979496436;0.585985115734099;0.515330571008062;0.986572675394427;1
0.370867630357283;0.941270035482687;0.115580501990936;0.217636022514071;0.0110124050329751;0.266643449473432;0.218876211209811;0.982208794897616;1
0.401233148852801;0.957225009176557;0.0985321782685145;0.343339587242026;0.00790338532773325;0.382082822825748;0.538570981323665;0.991607922121517;1
0.496584308060758;0.737269056649945;0.097666464793636;0.627892432770481;0.0105201066203048;0.399119791694861;0.228665605262307;0.982208794897616;1
0.535276040290639;0.765398262571883;0.310478380568696;0.685428392745465;0.0718844384915266;0.432156173517843;0.453520850579297;0.876804296743873;1
0.776381688277079;0.663183653493209;0.101098598884139;0.659161976235146;0.00978831168255179;0.770279105548608;0.463831105238353;0.979859013091641;1
0.353082929317536;0.821118316407683;0.652166331674463;0.167604752970606;0.32612330522945;0.299739979465415;0.270283203331725;0.77173548170527;1
0.273938150413966;0.963526244952893;0.11521069400437;0.022514071294559;0.0102850452160569;0.175248306678672;0.155154625966377;0.988586774085263;1
0.558093068312695;0.847571271259023;0.102017560027969;0.15697310819262;0.0101209457451668;0.528197762367816;0.0471030680082401;0.986236992279288;1
0.558413307302478;0.827003548268689;0.185626055079154;0.185741088180112;0.0267659542384232;0.390278010851932;0.248159718701848;0.968110104061765;1
0.329408118287133;0.814486724580937;0.383571631280372;0.420262664165103;0.0973287267211595;0.276658119611851;0.674285529656744;0.919436052366566;1
0.402182428715372;0.785513275419063;0.210750177736037;0.472795497185741;0.031680068123456;0.351783182692244;0.569050518465204;0.97079556898288;1
0.539965254069608;0.775749418818059;0.0962246817574071;0.477798624140087;0.00887024166973429;0.471147224071778;0.887196633513563;0.991272239006377;1
0.582213926507439;0.583996084669032;0.128343558641189;0.649781113195747;0.012986033804491;0.513837387019183;0.770611874730517;0.98053037932192;1
0.577513275621692;0.872494799951058;0.0982314167098206;0.948717948717948;0.0087061421988442;0.505912865753497;0.0984766359201071;0.981873111782477;1
0.419017849892548;0.850899302581671;0.244893636318421;0.132582864290181;0.0401289733138779;0.336716066357865;0.906660665164062;0.961396441758979;1
0.360745790858778;0.897785390921326;0.187169067200313;0.429643527204502;0.0252580131545683;0.261064706798728;0.723113843973559;0.979187646861362;1
0.741315518895816;0.77726660956809;0.11979087124304;0.384615384615384;0.014321005175786;0.692793226834985;0.93770729973606;0.991272239006377;1
0.332164461020624;0.957543129817692;0.143158698533348;0.513445903689806;0.0149241816093279;0.212886023430117;0.623465689491316;0.98522994293387;1
0.33365128490176;0.780753701211305;0.112255448377555;0.636022514071294;0.0137222638630789;0.294522125804707;0.693265467331733;0.988922457200402;1
0.470805069383208;0.875443533586198;0.105745189424193;0.659161976235146;0.0109103972537731;0.389571269866188;0.485274407193781;0.987579724739845;1
0.394874117484248;0.8907133243607;0.134943929034315;0.732958098811757;0.0138819282131341;0.308566723266093;0.614559251654219;0.981873111782477;1
0.605682869615839;0.809372323504221;0.104741090523962;0.702939337085678;0.009881449220084;0.540693544477465;0.661686830749827;0.98522994293387;1
0.713992270803239;0.666156857946898;0.113689039464714;0.868667917448405;0.0109503133412869;0.675981813599621;0.152758110106032;0.985901309164149;1
0.517136788940775;0.617117337574942;0.162469755616605;0.0800500312695434;0.0192040732149747;0.442200917740762;0.0560479436868909;0.979859013091641;1
0.358321124221847;0.882295362779885;0.557801222355828;0.348968105065666;0.217937402704536;0.269305005951661;0.71562236436177;0.840214837193689;1
0.280354367316408;0.954508748317631;0.112598047390425;0.371482176360225;0.0100278082076346;0.265590856515941;0.0469365040281742;0.98019469620678;1
0.532107961713141;0.675125412945063;0.202380053774294;0.450281425891181;0.0447858501904884;0.526092576452833;0.814203172403189;0.973816717019133;1
0.55924821609727;0.877499082344304;0.0788486800722061;0.546591619762351;0.00703410164409929;0.506183532513994;0.566081334472727;0.992279288351795;1
0.63512198246234;0.419809127615318;0.0978174307122021;0.573483427141963;0.0128662855419495;0.642960468818888;0.716670213346732;0.98992950654582;1
0.535802147202426;0.814866022268444;0.127594580440551;0.634771732332708;0.0149241816093279;0.471914113226522;0.725075288033129;0.985565626049009;1
0.612030463877613;0.627615318732411;0.256151422327157;0.90556597873671;0.0530928315141946;0.576556890243425;0.476630906475717;0.944276602886874;1
0.497179037613213;0.860393980178637;0.194871839882504;0.871169480925578;0.0307664332314733;0.370323855786344;0.347783362096722;0.958710976837865;1
0.500781726248274;0.557445246543497;0.106494167624832;0.0193871169480925;0.0107950841120666;0.46723759308681;0.435396572681501;0.982544478012756;1
